"","Experiment","Person","Repetition","Time","X","Y","Z"
"48710","5","9","8","10",-0.42956301114416,0.427272226812817,23.4717171206106
"48711","5","9","8","11",-0.393498018949352,0.355408920070545,24.1284742435874
"48712","5","9","8","12",-0.200737736534886,0.25118334002415,24.9582388965932
"48713","5","9","8","13",0.0665551894262554,0.115514528293649,25.9112051656531
"48714","5","9","8","14",0.355277533371297,-0.0700394877313665,26.9758858481169
"48715","5","9","8","15",0.758628182599865,-0.287647213339806,28.1960435852765
"48716","5","9","8","16",1.22701788746951,-0.541465550949734,29.502733054321
"48717","5","9","8","17",1.76351948790465,-0.831228907482218,30.9086016453969
"48718","5","9","8","18",2.39943079155257,-1.14289347582618,32.388536337036
"48719","5","9","8","19",3.04983793426491,-1.46669703186303,33.8868764262554
"48720","5","9","8","20",3.70924794262891,-1.77404710481346,35.4282462745287
"48721","5","9","8","21",4.33971509552645,-1.99469724720051,37.0444735898183
"48722","5","9","8","22",5.01113692096051,-2.18605544434317,38.6764920552149
"48723","5","9","8","23",5.88333730337137,-2.57547690643059,40.2279573556982
"48724","5","9","8","24",7.07888652292132,-3.28428274390112,41.6217817740208
"48725","5","9","8","25",8.29527322256753,-3.9514409041403,43.0012915796877
"48726","5","9","8","26",9.41018154134995,-4.43295646062824,44.4008327801579
"48727","5","9","8","27",10.5359543297337,-4.83598807119011,45.7528158813221
"48728","5","9","8","28",11.7194808953279,-5.26316512801385,47.0491448909922
"48729","5","9","8","29",13.0222305361582,-5.67545357400042,48.2814278431163
"48730","5","9","8","30",14.3067547344125,-6.01560632969882,49.4237378761084
"48731","5","9","8","31",15.6009558010787,-6.30760514815281,50.4717829238313
"48732","5","9","8","32",16.9254158412895,-6.56984985845203,51.4363379608266
"48733","5","9","8","33",18.2722674237487,-6.8018974897415,52.3245319939098
"48734","5","9","8","34",19.6572897810998,-7.00672024315897,53.1413271855432
"48735","5","9","8","35",21.0218906937337,-7.15262792091666,53.8457906685562
"48736","5","9","8","36",22.3888376645408,-7.28562996215473,54.4438223156499
"48737","5","9","8","37",23.7609116726903,-7.38623314897356,54.9514018327385
"48738","5","9","8","38",25.1323317877249,-7.43865925975418,55.3753806705726
"48739","5","9","8","39",26.5003330690316,-7.47375698899108,55.6888548022854
"48740","5","9","8","40",27.8736358736182,-7.47788448167234,55.9063198506638
